160928	33.9363	118.4151	263.0	327.0	122.0	0.0
160948	33.9334	118.433	254.5	333.25	345.0	607.25
161008	33.9241	118.4505	228.5	356.5	518.5	450.0
161028	33.910975	118.4656	222.75	389.5	651.5	403.0
161048	33.894848	118.483	221.407407	432.148148	786.444	459.111
161108	33.87726	118.50175	221.3	472.0	948.0	587.9
161128	33.858727	118.521417	221.966667	505.333333	1141.333	789.9
161148	33.840067	118.541273	220.1	498.766667	1474.0	922.867
161208	33.8199	118.557431	206.625	492.875	1802.75	877.0
161228	33.796356	118.561581	176.6875	512.3125	2048.688	577.188
161248	33.77086	118.553693	160.0	549.533333	2208.433	680.367
161308	33.74406	118.54156	160.0	560.2	2477.1	767.7
161328	33.718541	118.529176	154.176471	563.705882	2746.176	859.412
161348	33.696578	118.508133	130.777778	556.777778	3052.556	793.889
161408	33.6843	118.48	109.0	565.0	3261.0	437.0
161428	33.674767	118.446133	109.666667	600.333333	3388.333	379.667
161448	33.664567	118.410933	110.0	635.666667	3505.333	370.667
161508	33.6537	118.3744	110.0	671.0	3612.0	410.0
161528	33.645753	118.334726	97.627907	686.627907	3806.186	720.605
161548	33.645288	118.293981	93.906977	682.906977	4068.047	726.651
161608	33.644823	118.253237	90.186047	679.186047	4329.907	732.698
161628	33.6448	118.210603	90.0	689.133333	4550.733	659.533
161648	33.6448	118.16934	90.0	698.9	4758.0	596.6
161708	33.6448	118.129873	90.0	707.566667	4951.333	551.267
161728	33.644737	118.087177	90.0	719.4	5125.033	549.0
161748	33.64464	118.04317	90.0	729.9	5306.7	558.0
161808	33.644507	117.99777	90.0	738.566667	5499.367	578.0
161828	33.644373	117.95275	90.0	744.7	5692.667	574.567
161848	33.6443	117.9082	90.0	750.4	5883.6	557.0
161908	33.6443	117.8642	90.0	755.733333	6071.6	523.667
161928	33.644665	117.820785	87.076923	761.846154	6231.538	474.5
161948	33.649721	117.77604	83.214286	768.642857	6383.571	423.571
162008	33.657293	117.730564	78.928571	775.785714	6532.143	372.143
162028	33.66565	117.684323	77.0	791.466667	6638.233	296.567
162048	33.674667	117.63735	77.0	813.833333	6709.3	207.0
162108	33.684	117.58835	77.0	830.5	6775.3	227.0
162128	33.693553	117.538177	77.0	846.433333	6855.233	280.733
162148	33.703267	117.48715	77.0	861.1	6949.367	360.033
162208	33.7126	117.43815	77.0	863.1	7096.7	400.7
162228	33.722043	117.388637	77.0	865.833333	7235.6	397.733
162248	33.731574	117.338622	77.074074	869.407407	7366.37	358.593
162308	33.741056	117.287067	78.555556	877.555556	7473.778	310.444
162328	33.747115	117.236133	83.666667	886.740741	7569.259	302.741
162348	33.749805	117.183489	88.552632	895.026316	7667.237	338.842
162408	33.748963	117.127174	90.131579	900.815789	7779.342	424.105
162428	33.74799	117.07226	91.0	898.9	7937.0	503.4
162448	33.746857	117.01906	91.0	887.566667	8150.333	575.4
162508	33.745787	116.964593	91.633333	880.666667	8325.033	472.6
162528	33.74469	116.91129	92.0	878.5	8465.9	379.2
162548	33.743557	116.85949	92.0	881.833333	8567.9	308.533
162608	33.74236	116.806613	92.0	885.8	8669.267	285.367
162628	33.74113	116.75407	92.0	890.4	8761.6	258.1
162648	33.739863	116.702003	92.0	895.733333	8842.933	222.767
162708	33.738597	116.646897	92.0	902.333333	8909.7	215.933
162728	33.73733	116.59268	92.0	907.8	8980.2	220.2
162748	33.736063	116.539747	92.0	911.8	9056.2	236.2
162808	33.735123	116.481123	89.807692	917.115385	9138.192	227.5
162828	33.738844	116.427326	82.740741	919.0	9210.815	216.296
162848	33.748035	116.375153	72.823529	917.235294	9279.529	206.588
162908	33.764977	116.3234	66.769231	915.846154	9349.0	192.0
162928	33.782926	116.2754	66.25641	919.948718	9415.667	165.333
162948	33.8016	116.225467	66.0	925.666667	9464.333	154.667
163008	33.821	116.1736	66.0	933.0	9495.0	160.0
163028	33.840333	116.121733	66.0	934.333333	9571.0	210.667
163048	33.859233	116.070967	66.0	935.0	9649.667	236.0
163108	33.8777	116.0213	66.0	935.0	9731.0	236.0
163128	33.897767	115.967167	66.0	935.0	9807.0	231.333
163148	33.916567	115.916467	66.0	934.0	9883.0	223.667
163208	33.9341	115.8692	66.0	932.0	9959.0	213.0
163228	33.953567	115.816467	66.0	927.333333	10025.0	137.0
163248	33.972633	115.764733	66.0	925.0	10058.0	66.0
163308	33.9913	115.714	66.0	925.0	10058.0	0.0
163328	34.009967	115.663467	66.0	927.666667	10058.0	0.0
163348	34.0288	115.6124	66.0	930.333333	10058.0	0.0
163408	34.0478	115.5608	66.0	933.0	10058.0	0.0
163428	34.066533	115.5098	66.0	933.0	10058.0	81.333
163448	34.085367	115.4584	66.0	931.666667	10098.667	157.667
163508	34.1043	115.4066	66.0	929.0	10180.0	229.0
163528	34.122567	115.3566	66.0	929.0	10251.333	198.333
163548	34.141	115.306167	66.0	929.333333	10312.333	185.667
163608	34.1596	115.2553	66.0	930.0	10363.0	191.0
163628	34.1784	115.2035	66.666667	929.333333	10439.667	201.0
163648	34.1973	115.151433	66.666667	927.333333	10508.333	190.667
163708	34.2163	115.0991	66.0	924.0	10569.0	160.0
163728	34.234433	115.0489	66.666667	924.0	10615.0	116.0
163748	34.252652	114.998497	67.0	924.0	10647.091	74.303
163808	34.270955	114.947891	67.0	924.0	10665.273	34.909
163828	34.289658	114.896045	67.0	922.903226	10668.0	13.097
163848	34.308324	114.844194	67.0	922.529412	10668.0	0.0
163908	34.326735	114.792841	67.0	924.294118	10668.0	0.0
163928	34.34506	114.74162	67.0	926.6	10668.0	0.0
163948	34.363313	114.69054	67.0	929.0	10668.0	0.0
164008	34.381447	114.63994	67.0	929.0	10668.0	0.0
164028	34.3997	114.58886	67.0	929.4	10668.0	0.0
164048	34.41802	114.537487	67.0	930.0	10668.0	0.0
164108	34.43622	114.486353	67.0	930.0	10668.0	0.0
164128	34.45502	114.43334	67.0	930.8	10668.0	0.0
164148	34.474107	114.379387	67.0	932.066667	10668.0	0.0
164208	34.492173	114.328253	67.0	932.733333	10668.0	0.0
164228	34.5098	114.27832	67.0	933.0	10668.0	0.0
164248	34.527327	114.22864	67.0	933.0	10668.0	0.0
164308	34.546593	114.17404	67.0	933.0	10668.0	0.0
164328	34.56494	114.12188	67.0	933.8	10668.0	0.0
164348	34.582739	114.071155	67.0	935.129032	10668.0	0.0
164408	34.601126	114.018703	67.0	936.419355	10668.0	0.0
164428	34.619117	113.967307	67.0	936.266667	10668.0	0.0
164448	34.636852	113.916548	67.0	935.096774	10668.0	0.0
164508	34.655884	113.861516	67.0	937.032258	10668.0	0.0
164528	34.674433	113.8081	67.0	938.0	10668.0	0.0
164548	34.6925	113.7563	67.0	938.0	10668.0	0.0
164608	34.710367	113.7045	67.0	940.0	10668.0	0.0
164628	34.728633	113.651667	67.0	941.666667	10668.0	0.0
164648	34.7473	113.5978	67.0	943.0	10668.0	0.0
164708	34.764567	113.5474	67.666667	943.0	10668.0	0.0
164728	34.782267	113.495933	67.666667	943.0	10668.0	0.0
164748	34.8004	113.4434	67.0	943.0	10668.0	0.0
164808	34.818867	113.389533	67.666667	944.333333	10668.0	0.0
164828	34.837167	113.336067	68.0	945.333333	10668.0	0.0
164848	34.8553	113.283	68.0	946.0	10668.0	0.0
164908	34.8733	113.2302	67.333333	947.333333	10668.0	0.0
164928	34.891033	113.178233	67.333333	948.666667	10668.0	0.0
164948	34.9085	113.1271	68.0	950.0	10668.0	0.0
165008	34.9267	113.073433	68.0	952.0	10668.0	5.333
165028	34.9453	113.018533	68.0	953.0	10670.667	8.0
165048	34.9643	112.9624	68.0	953.0	10676.0	8.0
165108	34.9817	112.910867	68.0	953.0	10676.0	2.667
165128	34.999567	112.8578	68.0	953.0	10676.0	-2.667
165148	35.0179	112.8032	68.0	953.0	10676.0	-8.0
165208	35.0355	112.7512	68.0	953.0	10670.667	-8.0
165228	35.0531	112.698867	68.0	953.333333	10668.0	-5.333
165248	35.0707	112.6462	68.0	954.0	10668.0	0.0
165308	35.089433	112.590333	68.0	954.0	10668.0	0.0
165328	35.107733	112.535633	68.0	954.666667	10668.0	0.0
165348	35.1256	112.4821	68.0	956.0	10668.0	0.0
165408	35.143333	112.428567	68.0	956.0	10668.0	0.0
165428	35.161167	112.3748	68.0	956.0	10668.0	0.0
165448	35.1791	112.3208	68.0	956.0	10668.0	0.0
165508	35.197433	112.2656	68.0	956.0	10668.0	0.0
165528	35.215367	112.2114	68.0	956.0	10668.0	0.0
165548	35.2329	112.1582	68.0	956.0	10668.0	0.0
165608	35.250567	112.104533	68.0	956.0	10668.0	0.0
165628	35.2681	112.0514	68.0	956.0	10668.0	-2.667
165648	35.2855	111.9988	68.0	956.0	10668.0	-8.0
165708	35.3039	111.9426	68.0	958.0	10662.667	-8.0
165728	35.3222	111.8865	68.0	960.0	10660.0	-2.667
165748	35.3404	111.8305	68.0	962.0	10660.0	8.0
165808	35.357267	111.7787	68.0	964.666667	10665.333	8.0
165828	35.374733	111.725	68.333333	964.666667	10668.0	5.333
165848	35.3928	111.6694	69.0	962.0	10668.0	0.0
